epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
113,9571.06,1.18849,2.30291,1.81445,1.81753,0,0.89789,0.79597,0.87073,0.66649,0.86316,0.75583,0.80737,0.54802,1.11804,1.67803,1.43943,1.56318,0,0.00038912,0.00038912,0.00038912
114,9659,1.1576,2.20945,1.78079,1.78061,0,0.88998,0.80328,0.86904,0.6806,0.84561,0.75458,0.80156,0.54286,1.07442,1.70235,1.48945,1.52688,0,0.00038813,0.00038813,0.00038813
115,9746.53,1.19481,2.26684,1.83367,1.81644,0,0.90592,0.76437,0.86794,0.68016,0.87085,0.73494,0.80922,0.54424,1.0764,1.69029,1.48759,1.52416,0,0.00038714,0.00038714,0.00038714
116,9832.83,1.1901,2.22882,1.80511,1.79557,0,0.88028,0.79877,0.87211,0.67417,0.84572,0.76445,0.80049,0.54404,1.10118,1.69827,1.44848,1.55774,0,0.00038615,0.00038615,0.00038615
117,9920.49,1.17246,2.26916,1.77728,1.78084,0,0.90817,0.78107,0.86577,0.67631,0.87362,0.74863,0.80718,0.54115,1.10578,1.69926,1.43033,1.56624,0,0.00038516,0.00038516,0.00038516
118,10007.2,1.18319,2.25396,1.78346,1.78918,0,0.87773,0.79581,0.86781,0.66926,0.83771,0.75899,0.79794,0.53745,1.11107,1.70627,1.44005,1.54593,0,0.00038417,0.00038417,0.00038417
119,10092.8,1.20805,2.26323,1.76838,1.81552,0,0.90576,0.78335,0.86772,0.6731,0.87718,0.74992,0.81293,0.5457,1.10514,1.67614,1.41916,1.53287,0,0.00038318,0.00038318,0.00038318
120,10178.2,1.1664,2.16043,1.74012,1.76496,0,0.88973,0.78383,0.86246,0.66474,0.86556,0.73844,0.79539,0.5429,1.09683,1.68644,1.43571,1.53445,0,0.00038219,0.00038219,0.00038219
121,10263.4,1.18658,2.24922,1.79972,1.80088,0,0.90991,0.77767,0.86836,0.67512,0.86077,0.73507,0.79087,0.54375,1.0777,1.70391,1.43309,1.52099,0,0.0003812,0.0003812,0.0003812
122,10349.4,1.17299,2.15279,1.73662,1.78698,0,0.91174,0.78972,0.87386,0.67668,0.86839,0.74972,0.80168,0.54283,1.08972,1.66152,1.42835,1.53753,0,0.00038021,0.00038021,0.00038021
123,10437.6,1.16606,2.18168,1.70915,1.77573,0,0.91208,0.77779,0.8711,0.6778,0.8742,0.74117,0.80858,0.54771,1.09754,1.65134,1.41195,1.5225,0,0.00037922,0.00037922,0.00037922
124,10525.2,1.20224,2.26305,1.81203,1.80781,0,0.86239,0.80421,0.87066,0.66807,0.83878,0.75008,0.80113,0.54106,1.11828,1.6888,1.48175,1.54905,0,0.00037823,0.00037823,0.00037823
125,10612.8,1.19611,2.27155,1.77672,1.79146,0,0.89466,0.78667,0.87115,0.67889,0.85834,0.74367,0.79944,0.55011,1.07156,1.68055,1.43611,1.53141,0,0.00037724,0.00037724,0.00037724
126,10700,1.15454,2.15722,1.70078,1.76876,0,0.89066,0.80317,0.8767,0.67747,0.86444,0.74582,0.80444,0.54921,1.09868,1.69202,1.42701,1.56828,0,0.00037625,0.00037625,0.00037625
127,10786.9,1.1898,2.30362,1.82129,1.78988,0,0.90437,0.79325,0.87065,0.66889,0.8664,0.74156,0.79697,0.54444,1.11404,1.72131,1.41084,1.55954,0,0.00037526,0.00037526,0.00037526
128,10873.1,1.17207,2.1916,1.75329,1.78303,0,0.90518,0.78663,0.87618,0.68181,0.86031,0.75655,0.80913,0.55129,1.09098,1.6845,1.40322,1.54407,0,0.00037427,0.00037427,0.00037427
129,10959.4,1.14366,2.09009,1.69693,1.75072,0,0.89551,0.80846,0.87865,0.67258,0.86324,0.76097,0.80679,0.5529,1.10883,1.70351,1.39846,1.57731,0,0.00037328,0.00037328,0.00037328
130,11044.5,1.12204,2.15874,1.6884,1.74584,0,0.89264,0.80467,0.87444,0.68801,0.84428,0.75878,0.80892,0.55202,1.05674,1.66346,1.41822,1.52087,0,0.00037229,0.00037229,0.00037229
131,11130.7,1.1509,2.15413,1.72863,1.76299,0,0.87208,0.79971,0.87181,0.68531,0.83555,0.75056,0.8011,0.55698,1.07184,1.65399,1.40538,1.53042,0,0.0003713,0.0003713,0.0003713
132,11217.4,1.17037,2.20377,1.72547,1.78152,0,0.88277,0.804,0.87561,0.68531,0.85535,0.74401,0.80199,0.5539,1.0554,1.65284,1.38084,1.51082,0,0.00037031,0.00037031,0.00037031
133,11303.3,1.16415,2.19504,1.75708,1.7763,0,0.8904,0.77944,0.86473,0.67524,0.86335,0.74197,0.8069,0.55484,1.07857,1.64469,1.44625,1.50857,0,0.00036932,0.00036932,0.00036932
134,11389.4,1.16584,2.14174,1.74924,1.77324,0,0.89643,0.79562,0.87063,0.67511,0.84411,0.74903,0.79176,0.55199,1.06342,1.67569,1.41763,1.50818,0,0.00036833,0.00036833,0.00036833
135,11474.6,1.14368,2.15949,1.71002,1.7614,0,0.89333,0.77787,0.86432,0.67939,0.85218,0.7412,0.80356,0.55031,1.05505,1.65467,1.43103,1.5319,0,0.00036734,0.00036734,0.00036734
136,11559.8,1.15103,2.16611,1.70657,1.75352,0,0.86493,0.81456,0.87204,0.68733,0.83883,0.75297,0.80421,0.55334,1.04935,1.66412,1.4368,1.50873,0,0.00036635,0.00036635,0.00036635
137,11646.9,1.17668,2.20418,1.77248,1.78496,0,0.88854,0.79142,0.86845,0.68628,0.85057,0.74743,0.79863,0.55449,1.06871,1.64752,1.43053,1.51838,0,0.00036536,0.00036536,0.00036536
138,11734.6,1.13956,2.14893,1.66574,1.75053,0,0.89393,0.79328,0.87056,0.68092,0.85808,0.74544,0.80459,0.55397,1.06922,1.68933,1.42668,1.54022,0,0.00036437,0.00036437,0.00036437
139,11820.2,1.15031,2.13397,1.68967,1.75154,0,0.88058,0.79345,0.86948,0.68489,0.89433,0.736,0.81077,0.56043,1.05079,1.64207,1.38696,1.53069,0,0.00036338,0.00036338,0.00036338
140,11907.1,1.1574,2.19209,1.71509,1.75965,0,0.88494,0.80072,0.86581,0.68711,0.89432,0.73122,0.80929,0.55139,1.03844,1.62253,1.39705,1.50985,0,0.00036239,0.00036239,0.00036239
141,11991.2,1.14426,2.18526,1.71737,1.75749,0,0.8827,0.8052,0.8685,0.68096,0.84334,0.7616,0.79559,0.54677,1.06188,1.64633,1.42255,1.52449,0,0.0003614,0.0003614,0.0003614
142,12076.6,1.15521,2.14911,1.72167,1.76938,0,0.89461,0.78321,0.87335,0.68923,0.85318,0.74432,0.80245,0.55451,1.04664,1.64766,1.37303,1.51919,0,0.00036041,0.00036041,0.00036041
143,12161.5,1.14569,2.1479,1.6765,1.76412,0,0.89479,0.7837,0.86934,0.68508,0.87265,0.73725,0.80777,0.55479,1.05598,1.6396,1.36478,1.50781,0,0.00035942,0.00035942,0.00035942
144,12249.6,1.15619,2.14996,1.70389,1.76073,0,0.8707,0.79677,0.87029,0.68076,0.87022,0.73181,0.80561,0.55383,1.06104,1.63934,1.37756,1.51479,0,0.00035843,0.00035843,0.00035843
145,12337.7,1.12973,2.12534,1.66369,1.75199,0,0.86589,0.79094,0.86886,0.68018,0.82892,0.74859,0.80464,0.55359,1.07196,1.64849,1.44238,1.52546,0,0.00035744,0.00035744,0.00035744
146,12427,1.11799,2.16351,1.67334,1.73084,0,0.86786,0.7904,0.8649,0.6834,0.82142,0.74713,0.79774,0.54727,1.05168,1.63985,1.40475,1.5202,0,0.00035645,0.00035645,0.00035645
147,12514.9,1.14679,2.27212,1.76347,1.76004,0,0.89415,0.78516,0.87085,0.6822,0.83879,0.73354,0.7906,0.54454,1.05148,1.65273,1.41087,1.51198,0,0.00035546,0.00035546,0.00035546
148,12602.4,1.12865,2.1543,1.68275,1.74921,0,0.90091,0.77196,0.86749,0.67645,0.86291,0.74002,0.80291,0.5513,1.06195,1.63256,1.44751,1.52125,0,0.00035447,0.00035447,0.00035447
149,12688.5,1.1424,2.12702,1.66701,1.75129,0,0.86605,0.80592,0.86827,0.68288,0.85873,0.7414,0.79718,0.55281,1.05649,1.65636,1.40943,1.51356,0,0.00035348,0.00035348,0.00035348
150,12775.7,1.12297,2.13309,1.64635,1.74537,0,0.87527,0.80773,0.87088,0.68175,0.83632,0.75035,0.79194,0.54907,1.05218,1.63507,1.37662,1.48922,0,0.00035249,0.00035249,0.00035249
151,12861.4,1.1312,2.15493,1.66903,1.747,0,0.874,0.80797,0.87179,0.68393,0.82724,0.76148,0.79965,0.55187,1.05316,1.63061,1.40281,1.50042,0,0.0003515,0.0003515,0.0003515
152,12948.8,1.12704,2.10119,1.66899,1.73341,0,0.90736,0.79204,0.87596,0.69433,0.89087,0.73233,0.80863,0.5675,1.04234,1.61592,1.41399,1.50895,0,0.00035051,0.00035051,0.00035051
153,13036.3,1.11501,2.10496,1.61945,1.72953,0,0.90866,0.7882,0.8721,0.69163,0.87164,0.74418,0.81111,0.56411,1.02785,1.62387,1.38206,1.49873,0,0.00034952,0.00034952,0.00034952
154,13123,1.15055,2.17208,1.69673,1.76487,0,0.90668,0.77979,0.87014,0.69079,0.8844,0.73513,0.8111,0.56135,1.02539,1.62336,1.35723,1.49334,0,0.00034853,0.00034853,0.00034853
155,13208.8,1.13784,2.17344,1.68119,1.75909,0,0.8993,0.79076,0.87415,0.69501,0.86417,0.74126,0.8008,0.55835,1.029,1.65282,1.3485,1.51815,0,0.00034754,0.00034754,0.00034754
156,13296.4,1.13751,2.18131,1.68537,1.7539,0,0.88046,0.80506,0.8715,0.68873,0.83172,0.7599,0.79813,0.55149,1.03744,1.6615,1.35585,1.5052,0,0.00034655,0.00034655,0.00034655
157,13382.3,1.13333,2.14768,1.67081,1.75889,0,0.90304,0.78446,0.87068,0.6932,0.87859,0.73282,0.80305,0.55978,1.03652,1.68707,1.34851,1.498,0,0.00034556,0.00034556,0.00034556
158,13469.6,1.1283,2.14315,1.65587,1.7405,0,0.90265,0.7811,0.86714,0.68869,0.85998,0.74289,0.80262,0.5516,1.03751,1.62405,1.38991,1.49846,0,0.00034457,0.00034457,0.00034457
159,13556,1.12875,2.13584,1.63492,1.7378,0,0.86084,0.79731,0.86013,0.68664,0.82334,0.76187,0.8039,0.55951,1.03533,1.61102,1.38735,1.48624,0,0.00034358,0.00034358,0.00034358
160,13642.9,1.11671,2.12295,1.62623,1.73778,0,0.90282,0.78041,0.86852,0.68798,0.86201,0.74208,0.80726,0.56295,1.03901,1.61584,1.38441,1.50004,0,0.00034259,0.00034259,0.00034259
161,13728.3,1.09768,2.08958,1.62778,1.71951,0,0.90109,0.79082,0.87042,0.69316,0.86245,0.73711,0.80341,0.56161,1.01304,1.61717,1.3433,1.47099,0,0.0003416,0.0003416,0.0003416
162,13814.7,1.11521,2.18124,1.65822,1.73128,0,0.86584,0.8179,0.86865,0.69324,0.81754,0.78666,0.80999,0.56091,1.01648,1.64457,1.33722,1.46653,0,0.00034061,0.00034061,0.00034061
163,13900.3,1.10454,2.11133,1.59773,1.73731,0,0.8878,0.80709,0.87716,0.69601,0.84365,0.76828,0.81344,0.56272,1.02924,1.65777,1.31609,1.47988,0,0.00033962,0.00033962,0.00033962
164,13986.3,1.1187,2.11665,1.65494,1.73895,0,0.88733,0.80025,0.86848,0.68377,0.8504,0.75273,0.80667,0.55399,1.03599,1.65614,1.37819,1.47838,0,0.00033863,0.00033863,0.00033863
165,14072.4,1.09174,2.02734,1.61359,1.71491,0,0.87213,0.80898,0.86953,0.69411,0.83818,0.75807,0.80626,0.55347,1.02944,1.64181,1.39793,1.47888,0,0.00033764,0.00033764,0.00033764
166,14158.7,1.11763,2.18193,1.66293,1.72347,0,0.86051,0.80451,0.87268,0.69522,0.84322,0.74972,0.80074,0.56176,1.02109,1.62455,1.38918,1.47341,0,0.00033665,0.00033665,0.00033665
167,14243.8,1.12606,2.08601,1.65339,1.71795,0,0.89376,0.79887,0.87299,0.69783,0.85499,0.75718,0.80503,0.56733,1.0354,1.60287,1.37145,1.49261,0,0.00033566,0.00033566,0.00033566
168,14329.8,1.11846,2.10224,1.62686,1.73247,0,0.90043,0.79017,0.87757,0.7034,0.87011,0.75106,0.81418,0.56922,1.02993,1.60429,1.35264,1.48972,0,0.00033467,0.00033467,0.00033467
169,14416.5,1.13169,2.11537,1.63502,1.73257,0,0.89587,0.79923,0.87578,0.70284,0.86041,0.76802,0.81783,0.5665,1.01122,1.61387,1.36825,1.47273,0,0.00033368,0.00033368,0.00033368
170,14502.2,1.09873,2.00844,1.61804,1.72565,0,0.88858,0.79754,0.87235,0.69778,0.87194,0.73904,0.80702,0.56701,1.02415,1.60496,1.37247,1.49418,0,0.00033269,0.00033269,0.00033269
171,14589.1,1.09126,2.09467,1.59363,1.73374,0,0.90347,0.78698,0.87447,0.69675,0.87138,0.75939,0.81467,0.56617,1.0112,1.6233,1.37199,1.48623,0,0.0003317,0.0003317,0.0003317
172,14675.2,1.13533,2.14605,1.63922,1.75418,0,0.89985,0.78431,0.86992,0.69251,0.86918,0.75051,0.81025,0.56854,1.01626,1.57403,1.3745,1.49554,0,0.00033071,0.00033071,0.00033071
173,14761,1.11309,2.0462,1.60258,1.72124,0,0.91404,0.77632,0.87383,0.69338,0.89458,0.73322,0.8043,0.56444,1.02668,1.59648,1.36569,1.49369,0,0.00032972,0.00032972,0.00032972
174,14847.2,1.08142,2.05543,1.58587,1.69669,0,0.88852,0.7876,0.87177,0.69575,0.8709,0.74418,0.80929,0.56163,1.02216,1.58773,1.36202,1.49068,0,0.00032873,0.00032873,0.00032873
175,14933.5,1.10304,2.097,1.62504,1.72954,0,0.88491,0.79578,0.87101,0.69125,0.86118,0.75744,0.80978,0.5564,1.03149,1.60765,1.36057,1.50589,0,0.00032774,0.00032774,0.00032774
176,15019.6,1.11062,2.1398,1.67397,1.73539,0,0.88623,0.80641,0.86934,0.69221,0.84845,0.76659,0.80492,0.55378,1.03514,1.62938,1.34188,1.50534,0,0.00032675,0.00032675,0.00032675
177,15105.1,1.10756,2.08073,1.63372,1.73587,0,0.87628,0.80723,0.87193,0.69653,0.83647,0.76869,0.80911,0.56507,1.02151,1.59794,1.35043,1.48331,0,0.00032576,0.00032576,0.00032576
178,15192.2,1.09896,2.07876,1.61176,1.71902,0,0.88804,0.80241,0.87269,0.69865,0.84217,0.76109,0.80652,0.57009,1.02094,1.60617,1.3458,1.48588,0,0.00032477,0.00032477,0.00032477
179,15278.4,1.0865,2.03533,1.58656,1.69908,0,0.89179,0.81506,0.87626,0.69812,0.86002,0.77862,0.8182,0.56651,1.02048,1.58964,1.34522,1.5001,0,0.00032378,0.00032378,0.00032378
180,15365.4,1.09889,2.14952,1.62184,1.72254,0,0.88461,0.80422,0.87478,0.69085,0.84638,0.77709,0.81931,0.56119,1.05144,1.59566,1.35155,1.51597,0,0.00032279,0.00032279,0.00032279
181,15451.6,1.08569,2.09142,1.58121,1.69778,0,0.87292,0.82943,0.87637,0.69222,0.83414,0.79295,0.81881,0.56269,1.0437,1.60036,1.33884,1.50567,0,0.0003218,0.0003218,0.0003218
182,15538.1,1.06267,1.98063,1.53686,1.68874,0,0.88293,0.80698,0.87533,0.69838,0.8501,0.77718,0.82097,0.56984,1.02016,1.58459,1.31719,1.4935,0,0.00032081,0.00032081,0.00032081
183,15624.4,1.09017,2.08918,1.59654,1.71069,0,0.88554,0.8031,0.8748,0.70261,0.84571,0.76618,0.81415,0.56881,1.00643,1.59952,1.29763,1.47651,0,0.00031982,0.00031982,0.00031982
184,15709.8,1.06499,1.99481,1.58208,1.68511,0,0.87932,0.81052,0.87559,0.70089,0.85514,0.76543,0.81325,0.56792,1.0081,1.57466,1.30901,1.47318,0,0.00031883,0.00031883,0.00031883
185,15797.3,1.10159,2.12014,1.57198,1.72096,0,0.88227,0.81761,0.88131,0.7037,0.84187,0.77104,0.81447,0.56908,0.99969,1.5704,1.31364,1.46428,0,0.00031784,0.00031784,0.00031784
186,15884,1.07946,2.04463,1.55597,1.7001,0,0.88667,0.81292,0.8774,0.69723,0.84725,0.77751,0.81419,0.57204,1.01405,1.56157,1.32471,1.47153,0,0.00031685,0.00031685,0.00031685
187,15973,1.10742,2.10381,1.61534,1.71964,0,0.88552,0.81973,0.87362,0.697,0.84228,0.78204,0.81447,0.57183,1.011,1.57468,1.33163,1.47118,0,0.00031586,0.00031586,0.00031586
188,16059.2,1.09701,2.04173,1.58509,1.71831,0,0.87492,0.82341,0.87563,0.70055,0.83286,0.7885,0.81496,0.57081,1.0052,1.57119,1.34455,1.47515,0,0.00031487,0.00031487,0.00031487
189,16147.1,1.08106,2.05198,1.57622,1.71741,0,0.87465,0.81754,0.87638,0.7054,0.83511,0.78092,0.81929,0.57181,1.01573,1.57076,1.32456,1.48052,0,0.00031388,0.00031388,0.00031388
190,16234.2,1.07676,2.03912,1.56518,1.70168,0,0.89501,0.81468,0.8777,0.70437,0.86511,0.76427,0.81827,0.56918,1.01499,1.57549,1.32005,1.47724,0,0.00031289,0.00031289,0.00031289
191,16321,1.08658,2.05247,1.57819,1.70541,0,0.90438,0.79334,0.87412,0.70094,0.87086,0.76535,0.82334,0.56967,1.01344,1.56637,1.33545,1.47865,0,0.0003119,0.0003119,0.0003119
192,16410.2,1.05878,2.00775,1.55942,1.69752,0,0.90576,0.79716,0.8751,0.70265,0.8716,0.76572,0.82277,0.56718,1.01356,1.56,1.313,1.48828,0,0.00031091,0.00031091,0.00031091
193,16499.8,1.10054,2.07734,1.58201,1.73334,0,0.90107,0.80346,0.87386,0.70038,0.858,0.76469,0.8109,0.56992,1.00207,1.562,1.33419,1.47859,0,0.00030992,0.00030992,0.00030992
194,16589.1,1.08105,2.12289,1.57318,1.70859,0,0.88757,0.81289,0.87577,0.70156,0.85954,0.77979,0.81481,0.56921,1.0112,1.58628,1.32247,1.48826,0,0.00030893,0.00030893,0.00030893
195,16677.2,1.09931,2.07281,1.61732,1.73249,0,0.90317,0.79836,0.87485,0.70177,0.85966,0.764,0.81081,0.56893,1.01777,1.59813,1.34202,1.48727,0,0.00030794,0.00030794,0.00030794
196,16766.8,1.10282,2.13629,1.61538,1.721,0,0.91805,0.77581,0.87233,0.70043,0.87126,0.73741,0.80473,0.56706,1.01533,1.58531,1.3727,1.48048,0,0.00030695,0.00030695,0.00030695
197,16856.5,1.0721,1.99669,1.53362,1.69994,0,0.89153,0.79209,0.873,0.69829,0.84226,0.75719,0.81095,0.56223,1.02206,1.60065,1.33734,1.47325,0,0.00030596,0.00030596,0.00030596
198,16945.6,1.0637,2.02299,1.54572,1.69869,0,0.88356,0.79812,0.87021,0.69692,0.8448,0.75832,0.8104,0.56584,1.00795,1.57728,1.33875,1.47122,0,0.00030497,0.00030497,0.00030497
199,17034.5,1.09238,2.08931,1.5757,1.71799,0,0.88381,0.80436,0.87111,0.69791,0.82412,0.7804,0.80995,0.56493,1.00432,1.5771,1.31115,1.47413,0,0.00030398,0.00030398,0.00030398
200,17123.3,1.08646,2.06956,1.60888,1.72411,0,0.90144,0.78476,0.87423,0.70019,0.85336,0.74222,0.81622,0.56829,0.99879,1.57488,1.29516,1.47303,0,0.00030299,0.00030299,0.00030299
201,17211.9,1.06514,1.99263,1.53429,1.69132,0,0.87207,0.80987,0.8756,0.70429,0.83026,0.77256,0.82069,0.57192,0.99691,1.56518,1.29729,1.46784,0,0.000302,0.000302,0.000302
202,17300.5,1.06362,1.94332,1.52528,1.69294,0,0.9228,0.788,0.87817,0.70699,0.86794,0.75095,0.81807,0.57299,1.00102,1.57663,1.28686,1.47658,0,0.00030101,0.00030101,0.00030101
203,17390.1,1.07342,2.02081,1.5305,1.70046,0,0.91647,0.7935,0.87722,0.70858,0.87406,0.75484,0.82147,0.57368,1.00092,1.58452,1.2954,1.48592,0,0.00030002,0.00030002,0.00030002
204,17478.8,1.08214,2.0844,1.56876,1.70696,0,0.90867,0.80072,0.87973,0.70834,0.87552,0.77117,0.83436,0.57606,1.00572,1.58519,1.28097,1.48305,0,0.00029903,0.00029903,0.00029903
205,17567.3,1.07796,2.08455,1.55984,1.6964,0,0.89869,0.80945,0.88193,0.70981,0.86723,0.77549,0.83339,0.57967,0.99707,1.56678,1.27454,1.47154,0,0.00029804,0.00029804,0.00029804
206,17654.3,1.05645,1.97843,1.51079,1.67998,0,0.92371,0.80614,0.88318,0.70734,0.88239,0.7687,0.82586,0.57829,0.99553,1.57662,1.26819,1.47401,0,0.00029705,0.00029705,0.00029705
207,17740.7,1.0602,2.07889,1.54865,1.68763,0,0.91009,0.80696,0.88125,0.708,0.88162,0.77176,0.83013,0.57817,0.9878,1.56507,1.25988,1.46548,0,0.00029606,0.00029606,0.00029606
208,17829.2,1.07928,2.06808,1.51971,1.70256,0,0.89892,0.80587,0.87908,0.70459,0.86776,0.77545,0.83011,0.57722,0.99403,1.56903,1.26452,1.47239,0,0.00029507,0.00029507,0.00029507
209,17916.3,1.05254,1.99464,1.52819,1.67901,0,0.90359,0.79819,0.87632,0.70311,0.87026,0.76667,0.82156,0.57437,0.98796,1.57811,1.27733,1.4692,0,0.00029408,0.00029408,0.00029408
210,18003.4,1.08919,2.0736,1.58906,1.70153,0,0.89781,0.79892,0.87727,0.70283,0.86023,0.76503,0.82067,0.57318,0.99592,1.55879,1.27982,1.46912,0,0.00029309,0.00029309,0.00029309
211,18090,1.05828,1.97109,1.54521,1.6816,0,0.8974,0.80526,0.87698,0.7044,0.85663,0.76966,0.81736,0.57476,0.99118,1.56579,1.26885,1.45333,0,0.0002921,0.0002921,0.0002921
212,18176.3,1.05102,1.99855,1.55862,1.66809,0,0.87002,0.82211,0.87771,0.70537,0.83194,0.78706,0.82008,0.5766,0.99421,1.56024,1.25836,1.45035,0,0.00029111,0.00029111,0.00029111
213,18264,1.06065,2.04463,1.51714,1.68643,0,0.87447,0.8148,0.87725,0.7039,0.83759,0.77936,0.81795,0.57789,1.00407,1.55587,1.28388,1.46416,0,0.00029012,0.00029012,0.00029012
214,18350.8,1.07698,2.04257,1.53859,1.69664,0,0.89445,0.79933,0.87446,0.70076,0.88307,0.73885,0.81362,0.57711,1.00407,1.5713,1.28423,1.46097,0,0.00028913,0.00028913,0.00028913
215,18437.3,1.04367,1.95257,1.51387,1.68072,0,0.89117,0.80382,0.8726,0.70254,0.84942,0.76539,0.81177,0.57625,0.99492,1.58477,1.28308,1.45665,0,0.00028814,0.00028814,0.00028814
216,18524.4,1.03934,1.94644,1.47649,1.6718,0,0.88352,0.80962,0.87273,0.70589,0.84523,0.77473,0.81737,0.57963,0.98093,1.56449,1.27369,1.45111,0,0.00028715,0.00028715,0.00028715
217,18611.3,1.05641,2.01726,1.52527,1.67567,0,0.90741,0.79503,0.87445,0.70794,0.87667,0.75275,0.81781,0.58137,0.97714,1.55622,1.27191,1.44893,0,0.00028616,0.00028616,0.00028616
218,18699.2,1.06946,2.05199,1.58203,1.69005,0,0.89741,0.80831,0.8777,0.71303,0.85848,0.76652,0.81958,0.57917,0.97429,1.5686,1.27834,1.44743,0,0.00028517,0.00028517,0.00028517
219,18786.5,1.04752,1.97606,1.50562,1.67485,0,0.89597,0.81097,0.88023,0.70971,0.85868,0.75801,0.81514,0.57623,0.9837,1.56922,1.27709,1.45354,0,0.00028418,0.00028418,0.00028418
220,18872.1,1.0594,1.98821,1.52748,1.69062,0,0.8983,0.80861,0.87754,0.70494,0.87089,0.7535,0.81417,0.5708,0.98451,1.56787,1.28501,1.45451,0,0.00028319,0.00028319,0.00028319
221,18959.9,1.03526,1.96657,1.52033,1.67854,0,0.90353,0.79918,0.87829,0.70829,0.86975,0.76394,0.81869,0.57094,0.98275,1.58217,1.30287,1.4535,0,0.0002822,0.0002822,0.0002822
222,19046.6,1.0486,1.94459,1.48391,1.68181,0,0.91248,0.79438,0.87728,0.70559,0.86389,0.75641,0.81436,0.57294,0.9869,1.58964,1.29536,1.45065,0,0.00028121,0.00028121,0.00028121
223,19132.4,1.05269,1.9597,1.51762,1.67836,0,0.91197,0.79819,0.87563,0.70662,0.85971,0.76675,0.819,0.57504,0.98213,1.59843,1.28998,1.44434,0,0.00028022,0.00028022,0.00028022
224,19218.9,1.03948,1.94748,1.43948,1.67535,0,0.89399,0.8066,0.87422,0.70705,0.84892,0.76853,0.81138,0.57396,0.9739,1.60357,1.28656,1.43863,0,0.00027923,0.00027923,0.00027923
225,19304.4,1.051,2.02198,1.47606,1.67201,0,0.89914,0.80825,0.87304,0.70648,0.87141,0.76162,0.82208,0.57232,0.97018,1.6025,1.27608,1.44014,0,0.00027824,0.00027824,0.00027824
226,19391.4,1.05426,1.96546,1.48255,1.68166,0,0.90536,0.8013,0.87295,0.70697,0.8587,0.76003,0.81196,0.57098,0.97436,1.58016,1.27138,1.44565,0,0.00027725,0.00027725,0.00027725
227,19478.6,1.05417,1.98034,1.5119,1.67992,0,0.90388,0.80516,0.87451,0.70588,0.85857,0.76818,0.8167,0.57443,0.98055,1.59648,1.27345,1.45391,0,0.00027626,0.00027626,0.00027626
228,19565.2,1.06428,2.01089,1.51944,1.67259,0,0.90197,0.80067,0.87597,0.7055,0.8751,0.75557,0.81325,0.57446,0.98381,1.60402,1.27774,1.45599,0,0.00027527,0.00027527,0.00027527
229,19652.4,1.04204,1.95527,1.46893,1.67534,0,0.8868,0.81214,0.875,0.70633,0.86528,0.75554,0.81315,0.57733,0.98773,1.59209,1.28816,1.45853,0,0.00027428,0.00027428,0.00027428
230,19739.5,1.04925,1.96401,1.49848,1.67366,0,0.90848,0.79297,0.8744,0.7088,0.87692,0.75058,0.82022,0.57873,0.98377,1.57557,1.2739,1.4492,0,0.00027329,0.00027329,0.00027329
231,19826.4,1.08173,2.02968,1.52248,1.69213,0,0.90959,0.78687,0.87249,0.70558,0.87866,0.75089,0.81936,0.57584,0.99173,1.57817,1.27102,1.45401,0,0.0002723,0.0002723,0.0002723
232,19914.1,1.0544,2.01573,1.51664,1.67449,0,0.89394,0.8013,0.874,0.70602,0.87114,0.75615,0.81974,0.57701,0.99439,1.55936,1.26989,1.45755,0,0.00027131,0.00027131,0.00027131
233,20000.1,1.03974,1.929,1.47512,1.669,0,0.88009,0.81067,0.87487,0.7041,0.87546,0.74777,0.8148,0.57632,1.00043,1.56358,1.27448,1.46507,0,0.00027032,0.00027032,0.00027032
234,20086.7,1.04646,2.03316,1.51666,1.69224,0,0.88302,0.80635,0.87379,0.70272,0.85074,0.76974,0.81339,0.5776,0.99856,1.54779,1.27201,1.4644,0,0.00026933,0.00026933,0.00026933
235,20174.5,1.03513,1.9052,1.46913,1.67305,0,0.90366,0.79532,0.8765,0.70446,0.86446,0.76077,0.81618,0.57851,0.99556,1.56043,1.26062,1.46497,0,0.00026834,0.00026834,0.00026834
236,20261.4,1.02832,1.98174,1.47487,1.65922,0,0.89421,0.80701,0.87798,0.70515,0.85637,0.77009,0.81736,0.57838,0.99027,1.54977,1.26124,1.45948,0,0.00026735,0.00026735,0.00026735
237,20348.8,1.02444,1.89261,1.46975,1.6617,0,0.89927,0.79629,0.876,0.70452,0.86406,0.76298,0.81678,0.5789,0.99077,1.54994,1.25791,1.46038,0,0.00026636,0.00026636,0.00026636
238,20437,1.03202,1.95901,1.44408,1.66343,0,0.91454,0.77897,0.87431,0.70485,0.8698,0.75492,0.81979,0.57622,0.99441,1.56123,1.26616,1.46309,0,0.00026537,0.00026537,0.00026537
239,20524.5,1.01933,1.94529,1.49035,1.66646,0,0.85628,0.82362,0.87339,0.70464,0.86101,0.75701,0.8146,0.57357,0.99837,1.57718,1.26631,1.47531,0,0.00026438,0.00026438,0.00026438
