epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,11353.6,1.61148,1.92294,2.13904,0.69443,0.81979,0.8038,0.25793,3.33025,2.06204,1.65166,0.00034655,0.00034655,0.00034655
64,11533.7,1.59481,1.89436,2.12064,0.64011,0.75795,0.73024,0.23208,3.37318,2.22507,1.65588,0.000344075,0.000344075,0.000344075
65,11713.9,1.61517,1.95259,2.10847,0.74996,0.75839,0.79615,0.24263,3.45628,2.21544,1.79098,0.0003416,0.0003416,0.0003416
66,11893.7,1.60702,1.92643,2.13982,0.76061,0.80228,0.83015,0.2721,3.30547,1.99028,1.6931,0.000339125,0.000339125,0.000339125
67,12073.3,1.59647,1.90617,2.13159,0.74324,0.82016,0.84399,0.27474,3.3155,1.98618,1.6595,0.00033665,0.00033665,0.00033665
68,12253.4,1.57729,1.9029,2.09935,0.61632,0.86382,0.78336,0.26487,3.27186,2.06097,1.59987,0.000334175,0.000334175,0.000334175
69,12433.7,1.5933,1.88747,2.10483,0.74958,0.83565,0.86607,0.26872,3.3763,2.01447,1.73337,0.0003317,0.0003317,0.0003317
70,12613.2,1.58748,1.90714,2.13798,0.65788,0.85075,0.80505,0.26718,3.33518,2.037,1.63421,0.000329225,0.000329225,0.000329225
71,12792.8,1.61332,1.87411,2.12077,0.69932,0.82814,0.81669,0.26678,3.3353,1.97565,1.64198,0.00032675,0.00032675,0.00032675
72,12972.4,1.59896,1.90519,2.09722,0.73115,0.85426,0.84219,0.29145,3.21825,1.98055,1.5601,0.000324275,0.000324275,0.000324275
73,13152.7,1.59424,1.8882,2.13423,0.67127,0.82212,0.80026,0.26413,3.35152,2.13959,1.65935,0.0003218,0.0003218,0.0003218
74,13332.5,1.58058,1.85986,2.08378,0.75475,0.79468,0.82533,0.26131,3.40619,2.11431,1.69666,0.000319325,0.000319325,0.000319325
75,13512.6,1.55096,1.82759,2.06474,0.68585,0.79695,0.8022,0.25629,3.33528,2.04238,1.6634,0.00031685,0.00031685,0.00031685
76,13692.4,1.56369,1.81629,2.08557,0.70381,0.84623,0.83495,0.27801,3.28867,1.94101,1.60239,0.000314375,0.000314375,0.000314375
77,13872,1.56599,1.85936,2.08321,0.69984,0.82401,0.82246,0.26769,3.33314,1.97489,1.6511,0.0003119,0.0003119,0.0003119
78,14051.9,1.57116,1.83559,2.07606,0.65189,0.80402,0.79006,0.25871,3.35799,2.03853,1.66857,0.000309425,0.000309425,0.000309425
79,14231.3,1.55513,1.82357,2.08348,0.77229,0.80163,0.84831,0.28234,3.28741,1.99133,1.61082,0.00030695,0.00030695,0.00030695
80,14411,1.54494,1.81089,2.05875,0.77631,0.84409,0.87557,0.2926,3.27252,1.98086,1.57676,0.000304475,0.000304475,0.000304475
81,14591,1.5368,1.78788,2.06763,0.78271,0.84396,0.86412,0.28665,3.29967,1.89203,1.62692,0.000302,0.000302,0.000302
82,14771,1.56293,1.81654,2.05733,0.78037,0.80236,0.86031,0.28529,3.30203,1.99064,1.63736,0.000299525,0.000299525,0.000299525
83,14950.5,1.5407,1.80542,2.05625,0.76837,0.80255,0.84005,0.27871,3.34528,1.96897,1.64996,0.00029705,0.00029705,0.00029705
84,15130.1,1.53845,1.7706,2.05745,0.79345,0.83859,0.87713,0.30628,3.22797,1.84758,1.56068,0.000294575,0.000294575,0.000294575
85,15309.9,1.53355,1.77627,2.05096,0.74415,0.85677,0.86857,0.2966,3.26616,1.91384,1.60447,0.0002921,0.0002921,0.0002921
86,15489.3,1.52514,1.75588,2.06564,0.75735,0.84582,0.86448,0.304,3.21374,1.80545,1.53806,0.000289625,0.000289625,0.000289625
87,15669.1,1.52882,1.80071,2.04045,0.79685,0.82084,0.87714,0.30176,3.26555,1.88957,1.58234,0.00028715,0.00028715,0.00028715
88,15848.7,1.50173,1.71942,2.02669,0.75962,0.83618,0.86655,0.30226,3.22489,1.9639,1.53125,0.000284675,0.000284675,0.000284675
89,16028.6,1.51505,1.71579,2.03307,0.76648,0.84734,0.86399,0.29419,3.26637,1.92191,1.59501,0.0002822,0.0002822,0.0002822
90,16209,1.51704,1.71331,2.03972,0.75478,0.86557,0.86419,0.3071,3.25124,1.90598,1.56884,0.000279725,0.000279725,0.000279725
91,16389.3,1.48865,1.71213,2.03055,0.80547,0.82394,0.86654,0.29738,3.30349,1.85531,1.5988,0.00027725,0.00027725,0.00027725
92,16569.1,1.48948,1.68384,2.03825,0.79006,0.83345,0.86483,0.30163,3.22561,1.79781,1.56519,0.000274775,0.000274775,0.000274775
93,16748.4,1.53415,1.7092,2.03197,0.73159,0.86021,0.83103,0.29812,3.17563,1.79205,1.52418,0.0002723,0.0002723,0.0002723
94,16928.4,1.52505,1.74364,2.03624,0.68242,0.85606,0.82476,0.28653,3.22411,1.88234,1.55506,0.000269825,0.000269825,0.000269825
95,17108,1.49419,1.72496,2.02788,0.75364,0.84165,0.84983,0.27346,3.3479,1.92882,1.70111,0.00026735,0.00026735,0.00026735
96,17287.8,1.48767,1.72743,2.0277,0.75708,0.83849,0.85241,0.30265,3.20271,1.81835,1.50158,0.000264875,0.000264875,0.000264875
97,17467.5,1.46952,1.67957,2.00563,0.7503,0.85237,0.8673,0.30935,3.18112,1.88769,1.52502,0.0002624,0.0002624,0.0002624
98,17647.3,1.50284,1.69575,2.0017,0.63389,0.87256,0.79641,0.28655,3.22288,1.89089,1.55663,0.000259925,0.000259925,0.000259925
99,17826.7,1.50814,1.70122,1.99876,0.77416,0.83052,0.86088,0.29285,3.31984,1.99561,1.64859,0.00025745,0.00025745,0.00025745
100,18006.3,1.47333,1.68468,1.99727,0.74062,0.85103,0.86211,0.31077,3.17313,1.79044,1.47436,0.000254975,0.000254975,0.000254975
101,18185.8,1.49149,1.68581,1.98948,0.77908,0.83583,0.86184,0.29664,3.27963,1.98647,1.60791,0.0002525,0.0002525,0.0002525
102,18365,1.48376,1.67694,2.00407,0.73272,0.83958,0.8586,0.31194,3.20303,1.77899,1.48078,0.000250025,0.000250025,0.000250025
103,18544.8,1.48175,1.6563,1.99034,0.69728,0.85051,0.83734,0.28422,3.26675,1.85566,1.58578,0.00024755,0.00024755,0.00024755
104,18724.8,1.47717,1.68879,2.00002,0.78372,0.85215,0.86375,0.30591,3.25283,1.86425,1.57474,0.000245075,0.000245075,0.000245075
105,18904.3,1.46489,1.65835,1.99735,0.83934,0.84134,0.879,0.30014,3.26371,1.82583,1.62042,0.0002426,0.0002426,0.0002426
106,19084.4,1.46671,1.65683,2.00006,0.70883,0.86037,0.84698,0.3007,3.22964,1.83334,1.54797,0.000240125,0.000240125,0.000240125
107,19263.5,1.4579,1.65519,2.0143,0.72917,0.86221,0.86397,0.2961,3.25257,1.87981,1.58293,0.00023765,0.00023765,0.00023765
108,19443.2,1.45695,1.61336,1.97818,0.76974,0.85027,0.8534,0.29423,3.27746,1.85886,1.63368,0.000235175,0.000235175,0.000235175
109,19623,1.44412,1.6516,1.99907,0.75881,0.84174,0.86831,0.3022,3.23259,1.8202,1.57254,0.0002327,0.0002327,0.0002327
110,19802.7,1.51152,1.65606,1.97778,0.77727,0.87074,0.87995,0.31529,3.19605,1.78399,1.55104,0.000230225,0.000230225,0.000230225
111,19982.5,1.47927,1.63761,2.00078,0.80404,0.86998,0.8872,0.30911,3.22006,1.8335,1.54405,0.00022775,0.00022775,0.00022775
112,20162.3,1.43169,1.62481,1.96284,0.81575,0.8597,0.88975,0.30582,3.25631,1.80941,1.58016,0.000225275,0.000225275,0.000225275
113,20342.7,1.43748,1.61866,1.96232,0.72195,0.84927,0.83341,0.29835,3.20919,1.82963,1.53076,0.0002228,0.0002228,0.0002228
114,20522.6,1.45638,1.62595,1.96806,0.7317,0.86104,0.85989,0.30426,3.21609,1.8465,1.53615,0.000220325,0.000220325,0.000220325
115,20702.1,1.42999,1.56412,1.98326,0.76762,0.84849,0.86233,0.31604,3.1744,1.7911,1.51169,0.00021785,0.00021785,0.00021785
116,20881.8,1.42206,1.59306,1.9673,0.79968,0.85011,0.87365,0.30436,3.2605,1.80286,1.57697,0.000215375,0.000215375,0.000215375
117,21061.7,1.43296,1.59805,1.94171,0.80935,0.82981,0.88704,0.30622,3.24466,1.8143,1.58875,0.0002129,0.0002129,0.0002129
118,21241.7,1.41486,1.58836,1.96715,0.78544,0.85891,0.88485,0.3075,3.2339,1.79387,1.57073,0.000210425,0.000210425,0.000210425
119,21421.4,1.45544,1.59405,1.97515,0.76362,0.85475,0.86694,0.28845,3.26245,1.89341,1.54058,0.00020795,0.00020795,0.00020795
120,21601.2,1.43556,1.60009,1.97879,0.82379,0.83674,0.88087,0.30964,3.2666,1.82813,1.59003,0.000205475,0.000205475,0.000205475
121,21781.5,1.45154,1.56371,1.96224,0.75117,0.83474,0.85079,0.29863,3.22177,1.83794,1.54514,0.000203,0.000203,0.000203
122,21961.7,1.4316,1.56412,1.95032,0.74384,0.84334,0.85805,0.30867,3.20203,1.82482,1.52825,0.000200525,0.000200525,0.000200525
123,22141.7,1.42909,1.56305,1.96189,0.77005,0.82178,0.8601,0.29313,3.2628,1.87837,1.58804,0.00019805,0.00019805,0.00019805
124,22321.7,1.40246,1.58892,1.93257,0.6785,0.84847,0.80915,0.28348,3.20441,1.85096,1.53283,0.000195575,0.000195575,0.000195575
125,22501.8,1.42174,1.54742,1.94868,0.70002,0.87687,0.85014,0.2977,3.22311,1.80251,1.54137,0.0001931,0.0001931,0.0001931
126,22681.5,1.42763,1.55338,1.95104,0.71044,0.86778,0.84073,0.29586,3.21493,1.79435,1.54802,0.000190625,0.000190625,0.000190625
127,22862.3,1.3794,1.50235,1.93764,0.70345,0.87287,0.84315,0.30007,3.22582,1.81916,1.55547,0.00018815,0.00018815,0.00018815
128,23042.1,1.39696,1.53506,1.94378,0.73004,0.85917,0.83941,0.29435,3.20678,1.73551,1.55655,0.000185675,0.000185675,0.000185675
129,23221.7,1.4052,1.52612,1.93675,0.73949,0.84781,0.85329,0.30326,3.24116,1.82739,1.56671,0.0001832,0.0001832,0.0001832
130,23401.7,1.43708,1.55734,1.94442,0.78521,0.84777,0.87252,0.31664,3.20202,1.7212,1.55373,0.000180725,0.000180725,0.000180725
131,23581.8,1.42784,1.54803,1.94765,0.72767,0.87249,0.86287,0.30721,3.22502,1.76568,1.56356,0.00017825,0.00017825,0.00017825
132,23761.7,1.38775,1.53386,1.91521,0.80269,0.83493,0.87969,0.31607,3.19725,1.75849,1.52121,0.000175775,0.000175775,0.000175775
133,23941.7,1.40088,1.53119,1.93562,0.71868,0.85607,0.84979,0.30048,3.21957,1.76372,1.55457,0.0001733,0.0001733,0.0001733
