epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,919.577,1.59232,1.73191,0.01809,0.38761,0.52239,0.31117,0.13471,1.97679,2.27437,0.03125,0.000581,0.000581,0.000581
45,939.731,1.53882,1.7543,0.01749,0.46603,0.44295,0.35545,0.15875,1.80484,2.26028,0.02802,0.000548,0.000548,0.000548
46,958.971,1.52198,1.68251,0.01656,0.41729,0.50746,0.34681,0.15899,1.85932,2.14459,0.02737,0.000515,0.000515,0.000515
47,978.161,1.49374,1.5955,0.01661,0.45037,0.50148,0.35797,0.14944,2.04248,2.11031,0.02976,0.000482,0.000482,0.000482
48,1005.87,1.51218,1.61464,0.01517,0.40395,0.56716,0.36517,0.16577,1.83882,2.11081,0.02807,0.000449,0.000449,0.000449
49,1026,1.46569,1.59297,0.01612,0.36959,0.52239,0.32625,0.16792,1.85441,2.11051,0.02795,0.000416,0.000416,0.000416
50,1045.8,1.45399,1.5872,0.01655,0.47027,0.50746,0.36272,0.17177,1.84218,2.16469,0.02744,0.000383,0.000383,0.000383
51,1066.14,1.58713,1.64214,0.02387,0.37538,0.47761,0.29755,0.14302,1.93075,2.27465,0.03061,0.00035,0.00035,0.00035
52,1089.73,1.53747,1.55908,0.02143,0.41053,0.47761,0.32086,0.14225,1.82183,2.39332,0.02778,0.000317,0.000317,0.000317
53,1113.69,1.44959,1.55306,0.01969,0.36377,0.50746,0.32817,0.1601,1.82564,2.21351,0.02621,0.000284,0.000284,0.000284
54,1133.63,1.41663,1.547,0.01928,0.39384,0.49458,0.35699,0.16844,1.85796,2.08096,0.02658,0.000251,0.000251,0.000251
55,1153.15,1.38347,1.44981,0.01962,0.41066,0.47761,0.36239,0.18265,1.79128,2.15822,0.02556,0.000218,0.000218,0.000218
56,1178.24,1.35515,1.42686,0.01892,0.40726,0.50253,0.36108,0.18296,1.7772,2.1518,0.02585,0.000185,0.000185,0.000185
57,1226.02,1.36997,1.43048,0.01836,0.38267,0.50746,0.33525,0.17174,1.73439,2.24294,0.02506,0.000152,0.000152,0.000152
58,1257.61,1.33089,1.43045,0.01749,0.38777,0.49254,0.34104,0.16847,1.71944,2.23876,0.02423,0.000119,0.000119,0.000119
59,1284.17,1.3392,1.44256,0.01804,0.38622,0.53731,0.35459,0.17714,1.7435,2.16797,0.02474,8.6e-05,8.6e-05,8.6e-05
60,1305.98,1.31113,1.35333,0.01746,0.36522,0.52239,0.35117,0.1749,1.77692,2.1433,0.02522,5.3e-05,5.3e-05,5.3e-05
